id_sensor,avenida,barrio,timestamp,vehiculos,velocidad_promedio,nivel_congestion,latitud,longitud
2540,25 de Mayo,Retiro,2026-05-27 21:40:43.114330,748,42.64,Medio,-34.595930886698405,-58.3776290240856
4454,Belgrano,Caballito,2026-05-27 21:42:43.114330,369,37.5,Bajo,-34.61933443992981,-58.44347036905042
2423,Belgrano,Caballito,2026-05-27 21:44:43.114330,220,27.4,Bajo,-34.617097552312146,-58.441890446439395
5379,Belgrano,Palermo,2026-05-27 21:46:43.114330,620,69.56,Medio,-34.58636294427223,-58.43331230709349
5764,9 de Julio,Palermo,2026-05-27 21:48:43.114330,1029,25.46,Alto,-34.58569659081171,-58.4271712335486
8128,Paseo Colon,Gral. San Martín,2026-05-27 21:50:43.114330,1216,57.65,Alto,34.34788419831933,58.32555536372754
8975,Belgrano,Palermo,2026-05-27 21:52:43.114330,713,53.39,Medio,-34.587134143452325,-58.43239881609788
4884,Libertador,Constitucion,2026-05-27 21:54:43.114330,869,40.16,Medio,-34.626372391659245,-58.384608112161565
5212,9 de Julio,Almagro,2026-05-27 21:56:43.114330,96,65.22,Bajo,-34.609805332817494,-58.424913475374574
5307,Rivadavia,Caballito,2026-05-27 21:58:43.114330,419,59.97,Medio,-34.61427668413817,-58.43888875008728
2262,Callao,Recoleta,2026-05-27 22:00:43.114330,1257,44.75,Alto,-34.586020815062206,-58.39580072925177
9717,Callao,Palermo,2026-05-27 22:02:43.114330,874,19.33,Medio,-34.5834203946267,-58.43362010833971
7403,Paseo Colon,Flores,2026-05-27 22:04:43.114330,1335,39.37,Alto,-34.63394597139144,-58.45912204633772
9384,Paseo Colon,Almagro,2026-05-27 22:06:43.114330,952,21.45,Alto,-34.61149155569196,-58.417410967518556
2701,Libertador,Puerto Madero,2026-05-27 22:08:43.114330,425,46.17,Medio,-34.616768175058745,-58.36824503782786
5639,Paseo Colon,Belgrano,2026-05-27 22:10:43.114330,853,51.15,Medio,-34.56434774024211,-58.45950578138765
6730,Cabildo,Retiro,2026-05-27 22:12:43.114330,1486,54.55,Alto,-34.592456465889626,-58.37125172171894
6534,9 de Julio,Gral. San Martín,2026-05-27 22:14:43.114330,333,52.38,Bajo,34.34307484020301,58.32012697686398
7315,Corrientes,Almagro,2026-05-27 22:16:43.114330,941,17.4,Alto,-34.606549277331666,-58.42077118368322
2151,Paseo Colon,Gral. San Martín,2026-05-27 22:18:43.114330,1340,30.96,Alto,34.3437507190082,58.32341463407452
4396,25 de Mayo,Flores,2026-05-27 22:20:43.114330,402,29.73,Medio,-34.630660050312834,-58.458658474805006
4806,Corrientes,Palermo,2026-05-27 22:22:43.114330,146,24.89,Bajo,-34.58665300969365,-58.432235032893686
5714,Santa Fe,Puerto Madero,2026-05-27 22:24:43.114330,1205,28.95,Alto,-34.609998211879656,-58.36567588332941
8076,Belgrano,Belgrano,2026-05-27 22:26:43.114330,639,16.72,Medio,-34.56328430772398,-58.46052029121302
5174,Santa Fe,Microcentro,2026-05-27 22:28:43.114330,1139,65.18,Alto,-34.60465355891317,-58.37975086831161
2137,9 de Julio,Gral. San Martín,2026-05-27 22:30:43.114330,601,32.02,Medio,34.34683680907723,58.32338443704484
7944,Paseo Colon,Flores,2026-05-27 22:32:43.114330,750,41.95,Medio,-34.62552575632551,-58.45750739552159
8990,Santa Fe,Flores,2026-05-27 22:34:43.114330,105,13.12,Bajo,-34.63381120484822,-58.46097080409094
4997,Libertador,Microcentro,2026-05-27 22:36:43.114330,374,67.96,Bajo,-34.60049180210404,-58.3774249432918
5736,Corrientes,Caballito,2026-05-27 22:38:43.114330,564,17.17,Medio,-34.618627904446846,-58.4402584775088
8992,Paseo Colon,Puerto Madero,2026-05-27 22:40:43.114330,990,29.22,Alto,-34.61325556951484,-58.359182443753504
6715,Juan B. Justo,Belgrano,2026-05-27 22:42:43.114330,879,11.99,Medio,-34.56693596431076,-58.45727228212739
6716,9 de Julio,Caballito,2026-05-27 22:44:43.114330,1160,58.82,Alto,-34.62140279727062,-58.44130140446052
9424,9 de Julio,Constitucion,2026-05-27 22:46:43.114330,1120,62.73,Alto,-34.62337961193832,-58.37872860027597
6873,Callao,Flores,2026-05-27 22:48:43.114330,82,56.82,Bajo,-34.62946841934973,-58.4606575171952
6421,Belgrano,Microcentro,2026-05-27 22:50:43.114330,1152,43.75,Alto,-34.60594486590192,-58.38178648084714
9746,Juan B. Justo,Microcentro,2026-05-27 22:52:43.114330,115,32.29,Bajo,-34.59984877240698,-58.378567800790364
5669,Libertador,Caballito,2026-05-27 22:54:43.114330,1297,26.95,Alto,-34.62147249556777,-58.44652872254481
9111,Libertador,Caballito,2026-05-27 22:56:43.114330,466,57.53,Medio,-34.623248259733664,-58.44163729785576
1408,Callao,Caballito,2026-05-27 22:58:43.114330,1412,33.69,Alto,-34.617905465766434,-58.444516366576124
9715,Corrientes,Belgrano,2026-05-27 23:00:43.114330,1149,36.77,Alto,-34.55866378373934,-58.45910991165875
3838,9 de Julio,Almagro,2026-05-27 23:02:43.114330,1476,38.98,Alto,-34.609226591823315,-58.42155645514131
6607,Cabildo,Caballito,2026-05-27 23:04:43.114330,1003,13.61,Alto,-34.61541535104405,-58.4390559529187
6064,25 de Mayo,Belgrano,2026-05-27 23:06:43.114330,1080,33.6,Alto,-34.55928145448647,-58.46113286799288
9055,Rivadavia,Palermo,2026-05-27 23:08:43.114330,510,49.15,Medio,-34.58489620119772,-58.4327282494117
3583,Cabildo,Palermo,2026-05-27 23:10:43.114330,513,62.07,Medio,-34.58395342942781,-58.4327077416537
3989,Libertador,Retiro,2026-05-27 23:12:43.114330,635,18.73,Medio,-34.589997914644606,-58.374082171545815
3350,Belgrano,Recoleta,2026-05-27 23:14:43.114330,858,19.24,Medio,-34.58934781500264,-58.395868606780134
5786,Libertador,Constitucion,2026-05-27 23:16:43.114330,616,23.65,Medio,-34.62398590185399,-58.38179195874863
8013,Callao,Recoleta,2026-05-27 23:18:43.114330,226,53.31,Bajo,-34.5920641579456,-58.39965269964211
5481,Corrientes,Constitucion,2026-05-27 23:20:43.114330,574,12.07,Medio,-34.62661738389692,-58.38448760427771
7043,Santa Fe,Retiro,2026-05-27 23:22:43.114330,1492,47.34,Alto,-34.594892936739356,-58.37408055255891
9142,Santa Fe,Flores,2026-05-27 23:24:43.114330,1310,66.49,Alto,-34.62988609159853,-58.45543426851
8411,Corrientes,Retiro,2026-05-27 23:26:43.114330,183,28.3,Bajo,-34.59571335284489,-58.37848050384791
3263,Juan B. Justo,Palermo,2026-05-27 23:28:43.114330,825,50.08,Medio,-34.585964297063775,-58.43280794285593
1570,Rivadavia,Caballito,2026-05-27 23:30:43.114330,97,50.21,Bajo,-34.61694188114464,-58.43772647924285
7913,Belgrano,Flores,2026-05-27 23:32:43.114330,827,51.52,Medio,-34.63000570671768,-58.464215308064325
8045,Callao,Caballito,2026-05-27 23:34:43.114330,162,64.54,Bajo,-34.614329532322394,-58.43828796013286
3606,9 de Julio,Palermo,2026-05-27 23:36:43.114330,1129,17.42,Alto,-34.591591509073666,-58.433802381686434
5991,25 de Mayo,Belgrano,2026-05-27 23:38:43.114330,117,39.71,Bajo,-34.566853632989535,-58.4610877633777
7384,Santa Fe,Puerto Madero,2026-05-27 23:40:43.114330,967,38.67,Alto,-34.60765794714134,-58.36493980710306
2517,Corrientes,Recoleta,2026-05-27 23:42:43.114330,792,69.85,Medio,-34.59386273618064,-58.39612171076333
9409,Juan B. Justo,Microcentro,2026-05-27 23:44:43.114330,51,63.89,Bajo,-34.601268273440404,-58.37855260206444
7278,25 de Mayo,Caballito,2026-05-27 23:46:43.114330,1061,54.4,Alto,-34.614037373197334,-58.44161261842476
3644,Santa Fe,Gral. San Martín,2026-05-27 23:48:43.114330,1290,50.45,Alto,34.34477693557899,58.3171112495287
1472,Belgrano,Palermo,2026-05-27 23:50:43.114330,71,34.05,Bajo,-34.59101700703014,-58.425579550876634
2414,9 de Julio,Almagro,2026-05-27 23:52:43.114330,888,57.75,Medio,-34.6086560387099,-58.41619790612587
5871,Libertador,Retiro,2026-05-27 23:54:43.114330,1025,40.7,Alto,-34.587966887056375,-58.372973221943674
3158,25 de Mayo,Gral. San Martín,2026-05-27 23:56:43.114330,950,10.44,Alto,34.345505126378626,58.318734079276354
7067,Belgrano,Recoleta,2026-05-27 23:58:43.114330,553,25.53,Medio,-34.58479150072534,-58.40167104595826
1458,9 de Julio,Puerto Madero,2026-05-28 00:00:43.114330,142,13.29,Bajo,-34.60794034767371,-58.36438204536765
1690,Libertador,Retiro,2026-05-28 00:02:43.114330,816,38.99,Medio,-34.58876154385462,-58.37274637629049
8161,25 de Mayo,Gral. San Martín,2026-05-28 00:04:43.114330,1135,36.13,Alto,34.34568270942288,58.32465026223824
9324,Corrientes,Constitucion,2026-05-28 00:06:43.114330,333,24.66,Bajo,-34.624923449802345,-58.385031178206745
8611,Corrientes,Belgrano,2026-05-28 00:08:43.114330,934,62.42,Alto,-34.56166571834304,-58.453968415034474
6087,Rivadavia,Gral. San Martín,2026-05-28 00:10:43.114330,1131,53.12,Alto,34.34859038884331,58.317580354133284
8628,Santa Fe,Flores,2026-05-28 00:12:43.114330,851,18.34,Medio,-34.62918426338016,-58.46479005164026
1313,Libertador,Almagro,2026-05-28 00:14:43.114330,896,19.22,Medio,-34.605761727904145,-58.415410312307024
2979,Cabildo,Microcentro,2026-05-28 00:16:43.114330,780,49.84,Medio,-34.601331842372325,-58.38052295062889
3986,25 de Mayo,Gral. San Martín,2026-05-28 00:18:43.114330,389,23.06,Bajo,34.344081385447325,58.32099960255477
7876,Belgrano,Retiro,2026-05-28 00:20:43.114330,1158,32.36,Alto,-34.59378065453409,-58.370044427471676
3211,Cabildo,Gral. San Martín,2026-05-28 00:22:43.114330,1156,38.76,Alto,34.34258219998428,58.31889705377808
6779,25 de Mayo,Flores,2026-05-28 00:24:43.114330,1330,69.72,Alto,-34.62509807350179,-58.46401125977008
3290,Santa Fe,Retiro,2026-05-28 00:26:43.114330,234,21.69,Bajo,-34.595218292393916,-58.37745091362937
7973,Libertador,Retiro,2026-05-28 00:28:43.114330,457,16.35,Medio,-34.590373510074315,-58.37086443680769
2820,Rivadavia,Palermo,2026-05-28 00:30:43.114330,494,12.35,Medio,-34.58367613052466,-58.43409625079427
6451,Juan B. Justo,Caballito,2026-05-28 00:32:43.114330,775,50.53,Medio,-34.615109712564625,-58.446440509205516
8897,Santa Fe,Almagro,2026-05-28 00:34:43.114330,989,15.11,Alto,-34.61041720345599,-58.41875517750521
3032,Belgrano,Almagro,2026-05-28 00:36:43.114330,349,24.48,Bajo,-34.60951877894836,-58.42093794415623
6286,9 de Julio,Retiro,2026-05-28 00:38:43.114330,969,61.83,Alto,-34.59466886545978,-58.369899634882
7981,Cabildo,Constitucion,2026-05-28 00:40:43.114330,481,39.95,Medio,-34.62455885750536,-58.376815190860434
6647,Santa Fe,Gral. San Martín,2026-05-28 00:42:43.114330,449,19.3,Medio,34.345947971170624,58.32495289795739
3816,Belgrano,Retiro,2026-05-28 00:44:43.114330,757,51.84,Medio,-34.59033927773328,-58.37254191776019
6199,Callao,Almagro,2026-05-28 00:46:43.114330,212,16.12,Bajo,-34.60658260959897,-58.42340091745447
4612,Belgrano,Almagro,2026-05-28 00:48:43.114330,471,19.6,Medio,-34.61221103679168,-58.41732258789159
6086,25 de Mayo,Gral. San Martín,2026-05-28 00:50:43.114330,347,30.27,Bajo,34.34501195585615,58.31969054023464
3160,Rivadavia,Recoleta,2026-05-28 00:52:43.114330,221,59.38,Bajo,-34.584779976010736,-58.39359695837404
1459,Corrientes,Almagro,2026-05-28 00:54:43.114330,932,50.88,Alto,-34.61200077942537,-58.42043932517871
9474,Belgrano,Constitucion,2026-05-28 00:56:43.114330,123,15.32,Bajo,-34.62238436656426,-58.37696724728387
1933,Juan B. Justo,Retiro,2026-05-28 00:58:43.114330,1041,65.53,Alto,-34.59261697545456,-58.37289533973119
1339,Belgrano,Retiro,2026-05-28 01:00:43.114330,732,50.61,Medio,-34.59547006970268,-58.36974924472081
2386,Belgrano,Microcentro,2026-05-28 01:02:43.114330,58,69.93,Bajo,-34.59928147250209,-58.37734338118856
6352,Juan B. Justo,Recoleta,2026-05-28 01:04:43.114330,1100,21.18,Alto,-34.58947810193839,-58.39537149400022
6818,25 de Mayo,Gral. San Martín,2026-05-28 01:06:43.114330,1066,35.71,Alto,34.34493001703711,58.3180021519168
2970,Callao,Gral. San Martín,2026-05-28 01:08:43.114330,702,24.44,Medio,34.347092965751465,58.31740845684507
7121,Rivadavia,Retiro,2026-05-28 01:10:43.114330,240,35.44,Bajo,-34.59404955359713,-58.375139798321754
2913,Callao,Caballito,2026-05-28 01:12:43.114330,503,49.29,Medio,-34.62127022226068,-58.44654335675764
9008,9 de Julio,Almagro,2026-05-28 01:14:43.114330,1373,35.11,Alto,-34.61044966271545,-58.42075460862281
9422,Juan B. Justo,Puerto Madero,2026-05-28 01:16:43.114330,526,65.1,Medio,-34.60703940970743,-58.367214592715335
3661,Cabildo,Caballito,2026-05-28 01:18:43.114330,355,12.65,Bajo,-34.61980108301427,-58.442839468688234
6803,Belgrano,Caballito,2026-05-28 01:20:43.114330,967,33.02,Alto,-34.61597732911466,-58.442394589793594
9530,Santa Fe,Puerto Madero,2026-05-28 01:22:43.114330,514,51.18,Medio,-34.615487770956925,-58.36500565247265
9636,Paseo Colon,Almagro,2026-05-28 01:24:43.114330,825,12.2,Medio,-34.605505785803615,-58.41538080842784
8541,Juan B. Justo,Palermo,2026-05-28 01:26:43.114330,869,49.73,Medio,-34.587352193351386,-58.42883524839148
6912,Santa Fe,Recoleta,2026-05-28 01:28:43.114330,1343,10.85,Alto,-34.593387109020576,-58.397719076920225
5404,Santa Fe,Constitucion,2026-05-28 01:30:43.114330,636,51.56,Medio,-34.63098188039747,-58.37990897602653
9415,25 de Mayo,Puerto Madero,2026-05-28 01:32:43.114330,480,53.45,Medio,-34.61302524474687,-58.359218030399674
6486,Libertador,Belgrano,2026-05-28 01:34:43.114330,1124,14.81,Alto,-34.565558079705774,-58.45326076281465
6310,Paseo Colon,Caballito,2026-05-28 01:36:43.114330,1338,42.64,Alto,-34.617737344197195,-58.44530240197447
4576,Paseo Colon,Flores,2026-05-28 01:38:43.114330,477,38.97,Medio,-34.63035558257156,-58.463726170595805
9377,Cabildo,Puerto Madero,2026-05-28 01:40:43.114330,685,37.34,Medio,-34.60704440793061,-58.36852445351224
7735,Paseo Colon,Caballito,2026-05-28 01:42:43.114330,1370,61.45,Alto,-34.61922589139882,-58.43789440276793
1442,Paseo Colon,Constitucion,2026-05-28 01:44:43.114330,1303,29.98,Alto,-34.62916155145402,-58.380282781218945
2129,25 de Mayo,Almagro,2026-05-28 01:46:43.114330,1329,22.63,Alto,-34.613069693264436,-58.42364230254947
5433,9 de Julio,Puerto Madero,2026-05-28 01:48:43.114330,980,41.95,Alto,-34.60950418970459,-58.36820002427263
8208,Corrientes,Almagro,2026-05-28 01:50:43.114330,950,45.01,Alto,-34.61444662043845,-58.422506483886345
4794,Paseo Colon,Constitucion,2026-05-28 01:52:43.114330,611,48.63,Medio,-34.62382386704584,-58.37775264589842
6175,Belgrano,Microcentro,2026-05-28 01:54:43.114330,80,16.49,Bajo,-34.6059184528375,-58.382005214049016
5240,Callao,Puerto Madero,2026-05-28 01:56:43.114330,1144,17.73,Alto,-34.61580336378905,-58.36447542658017
9061,Rivadavia,Palermo,2026-05-28 01:58:43.114330,509,28.94,Medio,-34.587124390005364,-58.430566453538276
3074,Libertador,Gral. San Martín,2026-05-28 02:00:43.114330,1483,55.96,Alto,34.34094317874311,58.32592493488787
4684,Paseo Colon,Recoleta,2026-05-28 02:02:43.114330,1417,41.2,Alto,-34.5918385018752,-58.400142742489315
1949,Santa Fe,Flores,2026-05-28 02:04:43.114330,641,57.2,Medio,-34.63020408426193,-58.46494442065104
5299,9 de Julio,Flores,2026-05-28 02:06:43.114330,383,38.45,Bajo,-34.62531739201407,-58.46493753857452
5886,25 de Mayo,Constitucion,2026-05-28 02:08:43.114330,344,36.21,Bajo,-34.62398942302637,-58.38635458530351
1138,Libertador,Retiro,2026-05-28 02:10:43.114330,1429,62.2,Alto,-34.588493684866606,-58.371307261768145
1267,9 de Julio,Recoleta,2026-05-28 02:12:43.114330,1194,60.68,Alto,-34.592395449933505,-58.39942205918784
6635,25 de Mayo,Belgrano,2026-05-28 02:14:43.114330,93,64.76,Bajo,-34.55987762425967,-58.458509565305626
7388,Paseo Colon,Puerto Madero,2026-05-28 02:16:43.114330,510,49.28,Medio,-34.61352344402775,-58.360941498112055
3024,Santa Fe,Puerto Madero,2026-05-28 02:18:43.114330,514,55.4,Medio,-34.61401517074243,-58.36622517235082
5815,Paseo Colon,Microcentro,2026-05-28 02:20:43.114330,497,62.78,Medio,-34.605437664706926,-58.37729998152291
3896,Belgrano,Caballito,2026-05-28 02:22:43.114330,1361,59.39,Alto,-34.61818226298171,-58.4455359223458
6391,Libertador,Palermo,2026-05-28 02:24:43.114330,1341,41.81,Alto,-34.587463741899484,-58.42549763350162
9899,25 de Mayo,Constitucion,2026-05-28 02:26:43.114330,102,18.19,Bajo,-34.62446370349257,-58.38520855523777
4524,Belgrano,Palermo,2026-05-28 02:28:43.114330,419,15.56,Medio,-34.58821925133451,-58.433322798170025
7567,Callao,Belgrano,2026-05-28 02:30:43.114330,1222,27.59,Alto,-34.56161750868812,-58.46016517058672
2985,9 de Julio,Flores,2026-05-28 02:32:43.114330,689,36.64,Medio,-34.63442044145058,-58.4610135354917
6296,Belgrano,Almagro,2026-05-28 02:34:43.114330,752,17.51,Medio,-34.60697124132999,-58.41561572491781
5062,Cabildo,Flores,2026-05-28 02:36:43.114330,638,18.09,Medio,-34.63447577787424,-58.46169440306639
3930,9 de Julio,Recoleta,2026-05-28 02:38:43.114330,1261,58.25,Alto,-34.58479457274606,-58.39913223747265
7333,9 de Julio,Flores,2026-05-28 02:40:43.114330,1365,18.1,Alto,-34.625778315009235,-58.45849186847504
7444,Belgrano,Recoleta,2026-05-28 02:42:43.114330,910,55.19,Alto,-34.59270921272409,-58.39569726686238
1324,25 de Mayo,Belgrano,2026-05-28 02:44:43.114330,172,44.81,Bajo,-34.562399706618606,-58.455691022669875
5562,Callao,Gral. San Martín,2026-05-28 02:46:43.114330,441,45.98,Medio,34.344379973725296,58.31805191413231
8274,Rivadavia,Puerto Madero,2026-05-28 02:48:43.114330,1405,12.85,Alto,-34.607820204456615,-58.365044484521064
4486,Santa Fe,Almagro,2026-05-28 02:50:43.114330,1276,30.91,Alto,-34.61302030440331,-58.416694868709556
5962,Corrientes,Constitucion,2026-05-28 02:52:43.114330,870,14.96,Medio,-34.624851772158834,-58.38648820637226
8105,Juan B. Justo,Gral. San Martín,2026-05-28 02:54:43.114330,1444,40.13,Alto,34.34551281501157,58.31873297644935
1801,Corrientes,Gral. San Martín,2026-05-28 02:56:43.114330,334,25.51,Bajo,34.34261345223758,58.32260057399804
3598,25 de Mayo,Microcentro,2026-05-28 02:58:43.114330,580,49.09,Medio,-34.6064233045318,-58.37894716674721
4209,Belgrano,Caballito,2026-05-28 03:00:43.114330,806,45.8,Medio,-34.61834673839078,-58.445471807787264
2710,Juan B. Justo,Caballito,2026-05-28 03:02:43.114330,796,27.33,Medio,-34.61786695247319,-58.44451485073671
4801,Rivadavia,Constitucion,2026-05-28 03:04:43.114330,651,28.81,Medio,-34.6254566542926,-58.37881034806979
2062,Belgrano,Almagro,2026-05-28 03:06:43.114330,484,39.83,Medio,-34.605996970983966,-58.42374389871406
9534,Belgrano,Gral. San Martín,2026-05-28 03:08:43.114330,267,63.02,Bajo,34.34632764488077,58.32538119808055
8382,Callao,Palermo,2026-05-28 03:10:43.114330,192,62.63,Bajo,-34.58698083095909,-58.43204414480032
4641,Corrientes,Microcentro,2026-05-28 03:12:43.114330,107,24.89,Bajo,-34.60693285830602,-58.37929508261083
1142,Callao,Gral. San Martín,2026-05-28 03:14:43.114330,1107,62.23,Alto,34.342568527506,58.32084114660716
4493,Paseo Colon,Gral. San Martín,2026-05-28 03:16:43.114330,466,62.84,Medio,34.34278820159333,58.32133197111272
9852,Belgrano,Palermo,2026-05-28 03:18:43.114330,1447,11.22,Alto,-34.58272955953719,-58.42639422758989
7303,Paseo Colon,Palermo,2026-05-28 03:20:43.114330,749,49.55,Medio,-34.588094433606216,-58.4277819497907
4781,25 de Mayo,Recoleta,2026-05-28 03:22:43.114330,1197,68.13,Alto,-34.58822743960701,-58.401946592072775
4861,Corrientes,Recoleta,2026-05-28 03:24:43.114330,243,17.13,Bajo,-34.58693378631205,-58.39534403962721
3565,Santa Fe,Retiro,2026-05-28 03:26:43.114330,1294,41.57,Alto,-34.59246724814889,-58.37081264033203
2325,Paseo Colon,Constitucion,2026-05-28 03:28:43.114330,955,15.32,Alto,-34.6257230485107,-58.37840142066653
7151,Cabildo,Belgrano,2026-05-28 03:30:43.114330,401,68.29,Medio,-34.56274879278198,-58.45368498868751
4925,Callao,Belgrano,2026-05-28 03:32:43.114330,690,43.61,Medio,-34.56168754771743,-58.45312990540927
8728,Corrientes,Almagro,2026-05-28 03:34:43.114330,1226,58.15,Alto,-34.60558972807234,-58.41579067852113
4425,Santa Fe,Constitucion,2026-05-28 03:36:43.114330,760,25.09,Medio,-34.625447134886734,-58.38052303525804
4789,25 de Mayo,Belgrano,2026-05-28 03:38:43.114330,76,62.84,Bajo,-34.56590591429986,-58.461045704725706
9626,Juan B. Justo,Caballito,2026-05-28 03:40:43.114330,1054,26.98,Alto,-34.61439196371603,-58.44197264550969
3951,Corrientes,Microcentro,2026-05-28 03:42:43.114330,997,48.57,Alto,-34.60212276651822,-58.37871976720365
3691,Cabildo,Palermo,2026-05-28 03:44:43.114330,332,61.87,Bajo,-34.58412201884023,-58.43142197360528
2254,Rivadavia,Flores,2026-05-28 03:46:43.114330,879,48.46,Medio,-34.62594969848997,-58.46475736469665
3021,25 de Mayo,Flores,2026-05-28 03:48:43.114330,623,38.49,Medio,-34.63234572966014,-58.45904959635566
6294,Libertador,Microcentro,2026-05-28 03:50:43.114330,280,60.4,Bajo,-34.607520579975265,-58.379568487540936
2219,Libertador,Puerto Madero,2026-05-28 03:52:43.114330,194,47.71,Bajo,-34.60717220234242,-58.36757754645974
9519,Libertador,Recoleta,2026-05-28 03:54:43.114330,1165,57.87,Alto,-34.58771311479756,-58.40147017883991
5286,Paseo Colon,Puerto Madero,2026-05-28 03:56:43.114330,1025,10.57,Alto,-34.608679204600506,-58.36129470126977
3093,Rivadavia,Gral. San Martín,2026-05-28 03:58:43.114330,173,47.44,Bajo,34.34258492576684,58.32007693330617
3015,Paseo Colon,Caballito,2026-05-28 04:00:43.114330,1120,22.74,Alto,-34.61829911012687,-58.446620933196236
7814,Paseo Colon,Gral. San Martín,2026-05-28 04:02:43.114330,965,51.16,Alto,34.34465538769765,58.31748778349481
2181,25 de Mayo,Constitucion,2026-05-28 04:04:43.114330,1184,33.59,Alto,-34.62578981549744,-58.384769692021074
6093,Callao,Palermo,2026-05-28 04:06:43.114330,458,31.19,Medio,-34.58642036598584,-58.426925458702726
2824,Juan B. Justo,Flores,2026-05-28 04:08:43.114330,549,51.51,Medio,-34.62901013042176,-58.45749369131156
9580,Libertador,Flores,2026-05-28 04:10:43.114330,660,59.75,Medio,-34.63041246823009,-58.46405612170552
8355,Juan B. Justo,Almagro,2026-05-28 04:12:43.114330,360,16.55,Bajo,-34.61050493446002,-58.417897712278766
1186,Cabildo,Flores,2026-05-28 04:14:43.114330,904,69.11,Alto,-34.62793076181833,-58.460903876792386
2162,Paseo Colon,Retiro,2026-05-28 04:16:43.114330,496,52.66,Medio,-34.591211082277745,-58.37152571083269
6589,Santa Fe,Almagro,2026-05-28 04:18:43.114330,840,10.8,Medio,-34.60767742343412,-58.416767204149316
8790,Belgrano,Almagro,2026-05-28 04:20:43.114330,627,25.24,Medio,-34.61406786530809,-58.419131138128336
1644,Juan B. Justo,Belgrano,2026-05-28 04:22:43.114330,1269,54.41,Alto,-34.5580983716843,-58.453100874372225
5091,Corrientes,Constitucion,2026-05-28 04:24:43.114330,1166,49.48,Alto,-34.62486676103397,-58.37883434977381
9357,25 de Mayo,Palermo,2026-05-28 04:26:43.114330,344,29.93,Bajo,-34.58927295310175,-58.43076319874666
2410,25 de Mayo,Flores,2026-05-28 04:28:43.114330,1358,23.28,Alto,-34.62652412489737,-58.463210389850126
2306,Juan B. Justo,Puerto Madero,2026-05-28 04:30:43.114330,856,64.05,Medio,-34.61649578066126,-58.36422409545219
2910,Rivadavia,Palermo,2026-05-28 04:32:43.114330,948,66.2,Alto,-34.592409856169716,-58.426350699505896
2922,Santa Fe,Flores,2026-05-28 04:34:43.114330,1123,47.01,Alto,-34.62568429654927,-58.46074358286245
3317,Paseo Colon,Almagro,2026-05-28 04:36:43.114330,278,27.32,Bajo,-34.60971208461296,-58.42435474129592
9465,Paseo Colon,Gral. San Martín,2026-05-28 04:38:43.114330,1196,48.99,Alto,34.33989448491618,58.323915285173605
9040,Corrientes,Retiro,2026-05-28 04:40:43.114330,233,24.87,Bajo,-34.595777435938444,-58.3784056977499
7503,25 de Mayo,Microcentro,2026-05-28 04:42:43.114330,1388,66.32,Alto,-34.60403464994763,-58.382095488658614
4271,Callao,Flores,2026-05-28 04:44:43.114330,876,61.85,Medio,-34.634823816557784,-58.46348386047704
8332,9 de Julio,Almagro,2026-05-28 04:46:43.114330,537,47.11,Medio,-34.60608852578321,-58.42265699817989
8015,25 de Mayo,Almagro,2026-05-28 04:48:43.114330,186,10.91,Bajo,-34.61404587718953,-58.41693568192148
8061,Belgrano,Palermo,2026-05-28 04:50:43.114330,1096,25.15,Alto,-34.58965301775299,-58.42861321505097
9497,Cabildo,Recoleta,2026-05-28 04:52:43.114330,721,10.39,Medio,-34.59009066443966,-58.39579007287455
2522,Belgrano,Constitucion,2026-05-28 04:54:43.114330,1205,32.75,Alto,-34.623378274823125,-58.37830604656599
6407,Paseo Colon,Retiro,2026-05-28 04:56:43.114330,1186,10.71,Alto,-34.590805449836914,-58.372007151092106
3398,Santa Fe,Gral. San Martín,2026-05-28 04:58:43.114330,731,40.62,Medio,34.33935007578436,58.32471478253669
4063,Callao,Belgrano,2026-05-28 05:00:43.114330,672,35.91,Medio,-34.563905370697604,-58.46104687925938
5631,Libertador,Microcentro,2026-05-28 05:02:43.114330,1207,33.77,Alto,-34.60704513139235,-58.38597520273014
7759,Callao,Gral. San Martín,2026-05-28 05:04:43.114330,1330,56.88,Alto,34.34320895868628,58.317812885001636
5589,Rivadavia,Almagro,2026-05-28 05:06:43.114330,687,11.09,Medio,-34.60998654671213,-58.419515693185446
6682,Santa Fe,Almagro,2026-05-28 05:08:43.114330,757,59.33,Medio,-34.61089669963566,-58.41661726164588
2880,Juan B. Justo,Microcentro,2026-05-28 05:10:43.114330,903,30.98,Alto,-34.60717233367453,-58.37915861291261
1413,Callao,Microcentro,2026-05-28 05:12:43.114330,1414,46.5,Alto,-34.607502439014766,-58.380823271288804
1446,Juan B. Justo,Microcentro,2026-05-28 05:14:43.114330,166,13.89,Bajo,-34.604004563701686,-58.38649289460866
6651,9 de Julio,Constitucion,2026-05-28 05:16:43.114330,654,18.45,Medio,-34.62995619134139,-58.379352235079025
7480,Juan B. Justo,Palermo,2026-05-28 05:18:43.114330,1500,54.14,Alto,-34.58280986577869,-58.42795042462243
7672,Corrientes,Recoleta,2026-05-28 05:20:43.114330,78,27.34,Bajo,-34.58641520781561,-58.39367985169089
8625,Callao,Palermo,2026-05-28 05:22:43.114330,594,31.68,Medio,-34.58593726473416,-58.426519100626905
4077,9 de Julio,Gral. San Martín,2026-05-28 05:24:43.114330,1412,18.93,Alto,34.34858903093297,58.32537607253089
